file_name,image_name,ocr_model_name,line_mode,class_threshold,k_factor,bbox_tolerance,merge_lines,tps_threshold,success,num_lines_detected,processing_time,quality_score,total_tokens,valid_tokens,invalid_tokens,error
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,2.5,True,0.1,False,0,6.852243900299072,0.0,0,0,0,Line processing failed: 'list' object cannot be interpreted as an integer
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,2.5,True,0.25,False,0,6.048307418823242,0.0,0,0,0,Line processing failed: 'list' object cannot be interpreted as an integer
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,2.5,True,0.5,True,4,7.39629864692688,0.0,0,0,0,
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,2.5,True,0.9,True,4,7.228965997695923,0.0,0,0,0,
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,2.5,False,0.1,False,0,5.900760889053345,0.0,0,0,0,Line processing failed: 'list' object cannot be interpreted as an integer
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,2.5,False,0.25,False,0,6.231783866882324,0.0,0,0,0,Line processing failed: 'list' object cannot be interpreted as an integer
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,2.5,False,0.5,True,6,7.583986043930054,0.0,0,0,0,
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,2.5,False,0.9,True,6,6.832310438156128,0.0,0,0,0,
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,3.5,True,0.1,False,0,4.8637635707855225,0.0,0,0,0,Line processing failed: 'list' object cannot be interpreted as an integer
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,3.5,True,0.25,False,0,4.473739862442017,0.0,0,0,0,Line processing failed: 'list' object cannot be interpreted as an integer
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,3.5,True,0.5,True,4,5.507058620452881,0.0,0,0,0,
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,3.5,True,0.9,True,4,5.527876377105713,0.0,0,0,0,
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,3.5,False,0.1,False,0,5.492705821990967,0.0,0,0,0,Line processing failed: 'list' object cannot be interpreted as an integer
umeh_dhernangdri_high quality(1),umeh_dhernangdri_high quality(1) - page 1,Ume_Druma,line,0.7,2.0,3.5,False,0.25,False,0,6.322999954223633,0.0,0,0,0,Line processing failed: 'list' object cannot be interpreted as an integer
