file_name,image_name,ocr_model_name,line_mode,class_threshold,k_factor,bbox_tolerance,merge_lines,tps_threshold,success,num_lines_detected,processing_time,quality_score,total_tokens,valid_tokens,invalid_tokens,ocr_text_hash,error
uchen high quality pdf,uchen high quality pdf - page 2,Modern,line,0.7,2.5,5.0,True,0.5,True,14,8.045044660568237,52.17,46,24,22,6e46889aff2c28d0,
uchen high quality pdf,uchen high quality pdf - page 2,Modern,line,0.7,3.0,2.5,True,0.5,True,14,8.745388507843018,46.0,50,23,27,3ccd5fb0bdf99df9,
uchen high quality pdf,uchen high quality pdf - page 2,Modern,line,0.7,3.0,3.5,True,0.5,True,14,10.410165548324585,65.22,46,30,16,6da24963b0794dee,
uchen high quality pdf,uchen high quality pdf - page 2,Modern,line,0.7,3.0,4.0,True,0.5,True,14,7.491849660873413,51.16,43,22,21,ffe9839c292c533d,
uchen high quality pdf,uchen high quality pdf - page 2,Modern,line,0.7,3.0,5.0,True,0.5,True,14,8.159085273742676,52.17,46,24,22,6e46889aff2c28d0,
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,2.0,2.5,True,0.5,False,0,3.0001161098480225,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,2.0,3.5,True,0.5,False,0,2.7316761016845703,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,2.0,4.0,True,0.5,False,0,4.648148536682129,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,2.0,5.0,True,0.5,False,0,4.639291524887085,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,2.5,2.5,True,0.5,False,0,4.658567667007446,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,2.5,3.5,True,0.5,False,0,2.860635280609131,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,2.5,4.0,True,0.5,False,0,2.7280619144439697,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,2.5,5.0,True,0.5,False,0,2.7281851768493652,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,3.0,2.5,True,0.5,False,0,2.7192180156707764,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,3.0,3.5,True,0.5,False,0,2.992692232131958,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,3.0,4.0,True,0.5,False,0,2.9481942653656006,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock,line,0.7,3.0,5.0,True,0.5,False,0,2.958028554916382,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,2.0,2.5,True,0.5,False,0,2.998079299926758,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,2.0,3.5,True,0.5,False,0,3.1857423782348633,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,2.0,4.0,True,0.5,False,0,2.8682525157928467,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,2.0,5.0,True,0.5,False,0,2.950935125350952,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,2.5,2.5,True,0.5,False,0,2.941728353500366,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,2.5,3.5,True,0.5,False,0,2.9423105716705322,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,2.5,4.0,True,0.5,False,0,2.9294257164001465,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,2.5,5.0,True,0.5,False,0,2.964918375015259,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,3.0,2.5,True,0.5,False,0,2.94651198387146,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,3.0,3.5,True,0.5,False,0,2.9599831104278564,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,3.0,4.0,True,0.5,False,0,2.931472063064575,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Woodblock-Stacks,line,0.7,3.0,5.0,True,0.5,False,0,2.929396390914917,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,2.0,2.5,True,0.5,False,0,2.958951234817505,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,2.0,3.5,True,0.5,False,0,3.252821683883667,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,2.0,4.0,True,0.5,False,0,2.9770708084106445,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,2.0,5.0,True,0.5,False,0,3.047027349472046,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,2.5,2.5,True,0.5,False,0,2.9496734142303467,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,2.5,3.5,True,0.5,False,0,3.118952512741089,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,2.5,4.0,True,0.5,False,0,2.9525508880615234,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,2.5,5.0,True,0.5,False,0,2.9613611698150635,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,3.0,2.5,True,0.5,False,0,2.9944076538085938,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,3.0,3.5,True,0.5,False,0,4.210634469985962,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,3.0,4.0,True,0.5,False,0,2.8045248985290527,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 3,Modern,line,0.7,3.0,5.0,True,0.5,False,0,2.962547779083252,0.0,0,0,0,,No valid lines after filtering
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,2.0,2.5,True,0.5,True,6,5.004741907119751,74.0,150,111,39,e40822e3d157500c,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,2.0,3.5,True,0.5,True,6,6.310215473175049,54.43,158,86,72,19b3cc0deb5d9a06,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,2.0,4.0,True,0.5,True,6,10.215974569320679,57.53,146,84,62,0ddef03f06f1987a,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,2.0,5.0,True,0.5,True,6,8.633711814880371,44.07,59,26,33,8f1dc7ca2770106a,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,2.5,2.5,True,0.5,True,6,5.701441287994385,72.67,150,109,41,6932c58541667010,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,2.5,3.5,True,0.5,True,6,6.438978672027588,54.43,158,86,72,19b3cc0deb5d9a06,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,2.5,4.0,True,0.5,True,6,10.040555238723755,57.53,146,84,62,0ddef03f06f1987a,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,2.5,5.0,True,0.5,True,6,8.017462253570557,45.76,59,27,32,957f0f053b364045,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,3.0,2.5,True,0.5,True,6,6.3147478103637695,68.06,144,98,46,75fb371c5877da63,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,3.0,3.5,True,0.5,True,6,7.403377294540405,52.98,151,80,71,bafe103ad47ebaf0,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,3.0,4.0,True,0.5,True,6,10.90341305732727,54.01,137,74,63,9af3c908839a8958,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock,line,0.7,3.0,5.0,True,0.5,True,6,8.103747367858887,45.76,59,27,32,957f0f053b364045,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock-Stacks,line,0.7,2.0,2.5,True,0.5,True,6,5.698345422744751,73.97,146,108,38,845fafee1182136a,
uchen high quality pdf,uchen high quality pdf - page 4,Woodblock-Stacks,line,0.7,2.0,3.5,True,0.5,True,6,6.648620367050171,67.61,142,96,46,0fcd9b8a472a6bc2,
